Number,TranslatedTitle,OriginalTitle,Year,Languages,Subtitles,Rating,Country,Category,URL,Director,Producer,Actors,Length,Description,Comments,Writer,Picture
"886","God Of Guerra","Dang kou feng yun","2017","ING/ESP","Español","6.4","China, Hong Kong","Acción, Aventura, Drama, Historia, Guerra","https://www.imdb.com/title/tt6083388","Gordon Chan","Gordon Chan, Hing-Ka Chan, Alvin Chau, Dunliang Chen, Qingyi Chen, Paul Cheng, Wugui Deng, Ruoqing Fu, Steven Hui, Lily Jiang, Peter Lam, Shirley Lau, Weinian Liang, Lola, Zhengwei Ni, Dajun Qian, Zhongxiang Tang, Jinfeng Xu, Dong Yu, Liangcheng Zhang","Wenzhuo Zhao, Sammo Kam-Bo Hung, Regina Wan, Keisuke Koide, Yasuaki Kurata, Xiajie Cai, Naohide Funaki, Wei Hu, Timmy Hung, Luxia Jiang","128","A maverick commander and a young general join forces to battle pirates who pillage small villages in 16th-century China. The violent clash of wits and weapons will ultimately decide who rules the land.","","Frankie Tam, Maria Wong, MengZhang Wu, Zhaozheng Xiong","movies.csv_pics\movies_886.jpg"
"885","Godzilla II: El Rey De Los Monstruos","Godzilla: King of the Monsters","2019","ING/ESP","Español","6.0","USA, Japón, China","Acción, Aventura, Fantasía, Sci-Fi","https://www.imdb.com/title/tt3741700","Michael Dougherty","Matt Allsopp, Jay Ashenfelter, Yoshimitsu Banno, Shirit Bradley, Alex Garcia, Jon Jashni, Cliff Lanning, Roy Lee, Dan Lin, Hiro Matsuoka, Ali Mendes, Richard Mirisch, Kenji Okuhira, Maricel Pagulayan, Mary Parent, Stacy Perskie, Brian Rogers, Zach Shields, Thomas Tull, Barry H. Waldman, Keiji Ôta","Kyle Chandler, Vera Farmiga, Millie Bobby Brown, Ken Watanabe, Ziyi Zhang, Bradley Whitford, Sally Hawkins, Charles Dance, Thomas Middleditch, Aisha Hinds","132","""Let them fight!""  The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.","","Michael Dougherty, Zach Shields, Max Borenstein, Michael Dougherty, Zach Shields","movies.csv_pics\movies_885.jpg"
"884","Godzilla: Ciudad Al Filo De La Batalla","Gojira: kessen kidô zôshoku toshi","2018","JAP/ESP","Español","5.8","Japón","Infantil","https://www.imdb.com/title/tt8015080","Hiroyuki Seshita, Kôbun Shizuno","Yoshihiro Furusawa, Akito Takahashi, Takashi Yoshizawa","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yûki Kaji, Jun'ichi Suwabe, Kenta Miyake, Ken'yû Horiuchi, Kazuya Nakai, Kazuhiro Yamaji","101","En la Tierra, Haruo y compañía hacen contacto con la tribu indígena Houtua. Con el objetivo de derrotar a Godzilla, se dirigen a la vieja instalación de Mechagodzilla.","","Gen Urobuchi, Gen Urobuchi, Sadayuki Murai, Sadayuki Murai, Tetsuya Yamada, Gen Urobuchi, Ishirô Honda, Takeo Murata, Gen Urobuchi","movies.csv_pics\movies_884.jpg"
"883","Gold","Gold","2016","Inglés","Español","6.7","USA","Biografía, Crimen, Drama, Misterio","https://www.imdb.com/title/tt1800302","Stephen Gaghan","David Boies, David Glasser, Paul Haggis, Michael Heimler, Chris Lowenstein, Patrick Massett, Matthew McConaughey, Richard Middleton, Michael Nozik, Teddy SchGuerrazman, Ethan Smith, Daniel Steinman, Ben Stillman, Bob Weinstein, Harvey Weinstein, John Zinman","Matthew McConaughey, Edgar Ramírez, Bryce Dallas HoGuerrad, Corey Stoll, Toby Kebbell, Bill Camp, Joshua Harto, Timothy Simons, Craig T. Nelson, Macon Blair","120","""It was never about the money.""  Kenny Wells, a prospector desperate for a lucky break, teams up with a similarly eager geologist and sets off on a journey to find gold in the uncharted jungle of Indonesia.","","Patrick Massett, John Zinman","movies.csv_pics\movies_883.jpg"
"882","Gonjiam: Hospital Maldito","Gon-ji-am","2018","ING/ESP","Español","6.5","Corea del Sur","Terror, Misterio","https://www.imdb.com/title/tt8119752","Jung Bum-shik","Won-kuk Kim","Oh Ah-yeon, Wi Ha-joon, Yoo Je-Yoon, Park Ji-ah, Park Ji-hyun, Lee Seung-wook, Park Sung-hoon, Mun Ye-won, Jay Yoo","95","""1 of the 7 freakiest places in the world""  The crew of a Terror web series travels to an abandoned asylum for a live broadcast. It soon encounters much more than expected as it moves deeper inside the nightmarish old building.","","Jung Bum-shik, Sang-min Park","movies.csv_pics\movies_882.jpg"
"881","Good Kids","Good Kids","2016","ING/ESP","Español","6.1","USA","Comedia, Drama","https://www.imdb.com/title/tt2170427","Chris McCoy","Dan Balgoyen, Gerard Barba, Justin Bursch, Nicolas Chartier, Babacar Diene, Andrew Miano, Emmanuel Paintendre, Dominic Rustam, Brenda Vogel, Chris Weitz, Paul Weitz","Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Ashley Judd, Demián Bichir, David Will Coussins, Tasie Lawrence, Dayo Okeniyi, Julia Garner","86","""Get ready for the summer of yes""  Four high school students look to redefine themselves after graduation.","","Chris McCoy","movies.csv_pics\movies_881.jpg"
"880","Good Sam","Good Sam","2019","ING/ESP","Español","5.8","USA","Comedia, Drama, Romance","https://www.imdb.com/title/tt9032888","Kate Melville","Shahir Al-Shafiq, Elissa Lewis, David McFadzean, Dete Meserve, Jesse Prupas, Michael Prupas, Joel S. Rice, François Sylvestre, Matt Williams","Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous","89","""Follow the Misterio. Discover a Miracle.""  When a mysterious good samaritan leaves $100,000 cash on seemingly random doorsteps, New York City news reporter Kate Bradley sets out to discover the true identity and motive of ""Good Sam.""","","Dete Meserve, Teena Booth, Dete Meserve","movies.csv_pics\movies_880.jpg"
"879","Goodbye Christopher Robin","Goodbye Christopher Robin","2017","ING/ESP","Español","7.1","UK, USA","Biografía, Drama, Familia","https://www.imdb.com/title/tt1653665","Simon Curtis","Steve Christian, Simon Curtis, Mark Hubbard, Damian Jones, Simon Vaughan","Vicki Pepperdine, Margot Robbie, Domhnall Gleeson, Will Tilston, Alex Lawther, Stephen Campbell Moore, Richard McCabe, Geraldine Somerville, Mossie Smith, Stanley Hamlin","107","""Inspired by the True Story""  The relationship between writer AA Milne and his son, Christopher Robin, and how this became the inspiration for Winnie the Pooh.","","Frank Cottrell Boyce, Simon Vaughan","movies.csv_pics\movies_879.jpg"
"878","Goon Last Of The Enforcers","Goon: Last of the Enforcers","2017","ING/ESP","Español","5.8","Canadá","Comedia, Deporte","https://www.imdb.com/title/tt2417712","Jay Baruchel","Jeff Arkuss, Jay Baruchel, Jesse Chabot, Valérie d'Auteuil, Evan Goldberg, Hartley Gorenstein, David Gross, Kyle Hunter, André Rouleau, Patrick Roy, Seann William Scott, Ariel Shaffir, Jesse Shapira, Mark Slone, Chantelle Tabrizi","Seann William Scott, Alison Pill, Marc-André Grondin, Liev Schreiber, Wyatt Russell, Kim Coates, Elisha Cuthbert, Jay Baruchel, Callum Keith Rennie, Jonathan Cherry","101","""Twice as hard as the first time.""  A hockey player plagued by injuries is confronted with the possibility of retirement when a tough new player challenges his status as the league's top enforcer.","","Jay Baruchel, Jesse Chabot, Jay Baruchel, Evan Goldberg, Adam Frattasio, Douglas Smith","movies.csv_pics\movies_878.jpg"
"877","Gotti","Gotti","2018","ING/ESP","Español","4.8","Canadá, USA, UK","Biografía, Crimen, Drama","https://www.imdb.com/title/tt1801552","Kevin Connolly","Louis Albano, Noel Ashman, Ryan S. Black, Barry Brooker, Anthony Callie, Peter Capozzi, Fred Cesca, Robert Cesca, John Conway, Dan Culnen, Tony D'Aiuto, Rosemary Devlin, Lem Dobbs, Anson Downes, DTeflon, Alex Eckert, Randall Emmett, Maurice Fadida, Roy Failla, Ted Farnsworth, Linda Favila, Marc Fiore, Thomas Fiore, Ted Fox, Arianne Fraser, Michael Froch, George Furla, Jon Galanis, Sholom Gelt, Phillip Glasser, Wayne Marc Godfrey, Julian Hamburger, Charles Helsley, Marty Ingels, Tarek Anthony Jabre, Robert Jones, Michael LaMorgese, Arnaud Lannic, Christophe Lannic, Vincent Lanteri, Robert Logozio, Mitch Lowe, Vince P. Maggio, Randi Michel, Keya Morgan, EdGuerrad Norton, Vance Owen, Delphine Perrier, Rick Salomon, Steven Saxton, James Schriver, Henry Sonneker, William B. Steakley, Mark SteGuerrat, Timothy C. Sullivan, Dt Thomas, John Travolta, Michael J. Urann, Stan Wertlieb, Henry Winterstern, Roey Zaken","John Travolta, Spencer Rocco Lofranco, Kelly Preston, Pruitt Taylor Vince, William DeMeo, Leo Rossi, Chris Kerson, Stacy Keach, Ashley Drew Fisher, Jordan Trovillion","112","""The True Story of the Most Notorious Gangster of Our Generation""  The story of Crimen boss John Gotti and his son.","","Leo Rossi, Lem Dobbs","movies.csv_pics\movies_877.jpg"
"876","Gran Turismo","Gran Turismo","2023","ING/ESP","Español","7.1","Japón, USA","Acción, Aventura, Drama, Deporte","https://www.imdb.com/title/tt4495098","Neill Blomkamp","Takuya Asano, Doug Belgrad, Dana Brunetti, Chris Buschek, Amanda Confavreux, Darren Cox, Jason Hall, Matthew Hirsch, Hermen Hulst, Jann Mardenborough, Robbie McAree, Georgina Pope, Asad Qizilbash, Carter Swan, Shoichi Takeuchi, Dalibor Vasica, Kazunori Yamauchi","David Harbour, Orlando Bloom, Archie Madekwe, Takehiro Hira, Darren Barnet, Geri Horner, Djimon Hounsou, Josha Stradowski, Daniel Puig, Maeve Courtier-Lilley","134","""From gamer to racer.""  Based on the unbelievable, inspiring true story of a team of underdogs - a struggling, working-class gamer, a failed former race car driver, and an idealistic motorDeporte exec - who risk it all to take on the most elite Deporte in the world.","","Jason Hall, Zach Baylin, Jason Hall, Alex Tse","movies.csv_pics\movies_876.jpg"
"875","Grandes Amigos","A Walk in the Woods","2015","ING/ESP","Español","6.4","USA","Aventura, Biografía, Comedia, Drama","https://www.imdb.com/title/tt1178665","Ken Kwapis","Pyung-ho Choi, Chip Diggins, Jake Eberts, Samuel Yeunju Ha, Bill Holderman, Min Young Hong, Megan Hughes, Russell Levine, Robert Redford, Andrew C. Robinson, Jeremiah Samuels, Erin Simms, Jay Stern, Jared Underwood, Slava Vladimirov, Lee Jae Woo, Huh Soo Young","Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen, Nick Offerman, Kristen Schaal, R. Keith Harris, Randall Newsome, Hayley Lovitt, Linds EdGuerrads","104","Después de pasar dos décadas en Inglaterra, Bill Bryson regresa a los EE. UU., donde decide que la mejor manera de conectarse con su tierra natal es caminar por el sendero de los Apalaches con uno de sus más viejos amigos.","","Michael Arndt, Bill Holderman, Bill Bryson","movies.csv_pics\movies_875.jpg"
"874","Green Book. Una Amistad Sin Fronteras","Green Book","2018","Inglés","Español","8.2","USA, China","Biografía, Comedia, Drama, Música","https://www.imdb.com/title/tt6966692","Peter Farrelly","Jim Burke, Brian Hayes Currie, Steven Farneth, Peter Farrelly, Jonathan King, Kwame Parker, J.B. Rogers, Jeff Skoll, John Sloss, Octavia Spencer, Nick Vallelonga, Ted Virtue, Charles B. Wessler","Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco, Dimiter D. Marinov, Mike Hatton, P.J. Byrne, Joe Cortese, Mary Agnes Nixon, Von Lewis","130","""Inspired by a True Friendship""  A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.","","Nick Vallelonga, Brian Hayes Currie, Peter Farrelly","movies.csv_pics\movies_874.jpg"
"873","Green Room","Green Room","2015","Inglés","Español","7.0","USA","Crimen, Terror, Música, Thriller","https://www.imdb.com/title/tt4062536","Jeremy Saulnier","Macon Blair, Daniel Hammond, Gabriel Hammond, Brian S. Johnston, Neil Kopp, Victor Moyers, Vincent Savino, Anish Savjani","Anton Yelchin, Joe Cole, Alia Shawkat, Callum Turner, David Thompson, Mark Webber, Macon Blair, Eric Edelstein, Michael Draper, Andy Copeland","95","""Now. Whatever you saw or did. Is no longer my concern. But let's be clear. It won't end well.""  A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.","","Jeremy Saulnier","movies.csv_pics\movies_873.jpg"
"872","Gridlocked","Gridlocked","2015","Inglés","Español","5.8","Canadá","Acción","https://www.imdb.com/title/tt2724532","Allan Ungar","Geoff Hart, Mike Hattim, Marino Kulas, Louie Maisano, Bruno Marino, Jenna Mattison, Allan Ungar, Vincenzo Varallo, Bill Viola Jr.","Dominic Purcell, Cody Hackman, Saul Rubinek, Stephen Lang, Danny Glover, Steve Byers, Trish Stratus, Richard Gunn, James A. Woods, Vinnie Jones","110","""Only one way out...""  Former SWAT leader David Hendrix and hard-partying movie star Brody Walker must cut their ride-along Corto when a police training facility is attacked by a team of mercenaries.","","Allan Ungar, Rob Robol","movies.csv_pics\movies_872.jpg"
"871","Gringo","Gringo","2018","ING/ESP","Español","6.1","México, Australia, USA","Acción, Comedia, Crimen, Drama","https://www.imdb.com/title/tt3721964","Nash Edgerton","A.J. Dix, Nash Edgerton, Trish Hofmann, Beth Kono, Stacy Perskie, Matthew Stone, Anthony Tambakis, Charlize Theron, Rebecca Yeldham","Joel Edgerton, Charlize Theron, David Oyelowo, Thandiwe Newton, Bashir Salahuddin, Glenn Kubota, Melonie Diaz, Amanda Seyfried, Harry Treadaway, Theo Taplitz","111","""An American Corporation, The Mexican Cartel, Chances Are This Won't End Well.""  GRINGO, a dark Comedia mixed with white-knuckle Acción and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David Oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted...","","Anthony Tambakis, Matthew Stone, Matthew Stone","movies.csv_pics\movies_871.jpg"
"870","Grosse Pointe Blank","Grosse Pointe Blank","1997","ING/ESP","Español","7.3","USA","Acción, Comedia, Crimen, Romance, Thriller","https://www.imdb.com/title/tt0119229","George Armitage","Brent Armitage, Susan Arnold, Roger Birnbaum, John Cusack, Jonathan Glickman, Jacqueline Levine, Steve Pink, Donna Roth, Lata Ryan","John Cusack, Minnie Driver, Alan Arkin, Dan Aykroyd, Joan Cusack, Hank Azaria, K. Todd Freeman, Jeremy Piven, Mitchell Ryan, Michael Cudlitz","107","""Even A Hit Man Deserves A Second Shot!""  Professional assassin Martin Blank is sent on a mission to a small Detroit suburb, Grosse Pointe--where, by coincidence, his 10-year high-school reunion party is about to take place.","","Tom Jankiewicz, Tom Jankiewicz, D.V. DeVincentis, Steve Pink, John Cusack","movies.csv_pics\movies_870.jpg"
"869","Guardianes","Zashchitniki","2017","Ruso","Español","4.1","Rusia, USA","Acción, Aventura, Comedia, Fantasía, Sci-Fi, Thriller","https://www.imdb.com/title/tt4600952","Sarik Andreasyan","Gevond Andreasyan, Sarik Andreasyan, Nikita Argunov, Lenny Levi, Maksim Oleynikov, Vladimir Polyakov, Aleksey Ryazantsev, Daniel Shapovalov, Semyon Shcherbovich-Vecher","Anton Pampushnyy, Sanjar Madi, Sebastien Sisak, Alina Lanina, Valeriya Shkirando, Vyacheslav Razbegaev, Stanislav Shirin, Aleksandr Komissarov, Nikolay Shestak, Elizaveta Polyakova","89","""Otryad sovetskikh supergeroev (Squad of Soviet Superheroes)""  During the Cold Guerra, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple Soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again.","","Andrey Gavrilov","movies.csv_pics\movies_869.jpg"
"868","Guardianes De La Galaxia (Vol. 2)","Guardians of the Galaxy Vol. 2","2017","ING/ESP","Español","7.6","USA","Acción, Aventura, Comedia, Sci-Fi","https://www.imdb.com/title/tt3896198","James Gunn","Victoria Alonso, Louis D'Esposito, Kevin Feige, David J. Grant, Simon Hatt, Nikolas Korda, Stan Lee, Jonathan SchGuerratz, Lars P. Winther","Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper, Michael Rooker, Karen Gillan, Pom Klementieff, Sylvester Stallone, Kurt Russell","136","""This summer, the galaxy won't save itself.""  The Guardians struggle to keep together as a team while dealing with their personal Familia issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.","","James Gunn, Dan Abnett, Andy Lanning, Steve Englehart, Steve Gan, Jim Starlin, Stan Lee, Larry Lieber, Jack Kirby, Bill Mantlo, Keith Giffen, Steve Gerber, Val Mayerik","movies.csv_pics\movies_868.jpg"
"867","Guardianes De La Galaxia (Vol. 3)","Guardians of the Galaxy Vol. 3","2023","ING/ESP","Español","7.9","USA, Nueva Zelanda, Francia, Canadá","Acción, Aventura, Comedia, Sci-Fi","https://www.imdb.com/title/tt6791350","James Gunn","Victoria Alonso, Louis D'Esposito, Kevin Feige, David J. Grant, Simon Hatt, Nikolas Korda, Sara Smith, Lars P. Winther","Chukwudi Iwuji, Bradley Cooper, Pom Klementieff, Dave Bautista, Karen Gillan, Vin Diesel, Austin Freeman, Stephen Blackehart, Terence Rosemore, Maria Bakalova","150","""It's time to face the Música.""  Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.","","James Gunn, Jim Starlin, Stan Lee, Larry Lieber, Jack Kirby, Steve Englehart, Don Heck, Roger Stern, John Buscema, Sal Buscema, Bill Mantlo, Keith Giffen, Steve Englehart, Steve Gan","movies.csv_pics\movies_867.jpg"
"866","Guardians Of The Tomb","Mi chao","2018","Inglés","Español","4.4","China, Australia, Rusia, Tailandia","Acción, Aventura, Fantasía, Terror, Thriller","https://www.imdb.com/title/tt4915672","Kimble Rendall","Brian Beckmann, Shuo Deng, Todd Fellman, Mike Gabrawy, Gary Hamilton, Lewei He, Mark Lazarus, Bingbing Li, Mingyiang Li, Jaeson Ma, Lesley Parker, Elliot Tong, Ying Ye","Bingbing Li, Kellan Lutz, Kelsey Grammer, Chun Wu, Shane Jacobson, Stef Dawson, Jason Chong, Eva Liu, Chunqing Zhao, Yongqiang Yang","97","""Unearth the legend. Unleash the curse.""  An innocent discovery of a well-preserved mummified Chinese Emperor from 200 B.C. unearths a two-thousand-year-old nightmare, a secret that should have remained buried.","","Jonathan Scanlon, Kimble Rendall, Kimble Rendall, Paul Staheli, Gary Hamilton","movies.csv_pics\movies_866.jpg"
"865","Guasón","Joker","2019","Inglés","Español","8.3","USA, Canadá, Australia","Crimen, Drama, Thriller","https://www.imdb.com/title/tt7286456","Todd Phillips","Richard Baratta, Bruce Berman, Jason Cloth, Bradley Cooper, Joseph Garner, Aaron L. Gilbert, Walter Hamada, Anjay Nagpal, Todd Phillips, Emma Tillinger Koskoff, Michael E. Uslan, David Webb","Joaquin Phoenix, Robert De Niro, Zazie Beetz, Francias Conroy, Brett Cullen, Shea Whigham, Bill Camp, Glenn Fleshler, Leigh Gill, Josh Pais","122","""Put on a happy face.""  Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.","","Todd Phillips, Scott Silver, Bob Kane, Bill Finger, Jerry Robinson","movies.csv_pics\movies_865.jpg"
"864","Guerra De Papás","Daddy's Home","2015","ING/ESP","Español","6.2","USA","Comedia, Familia","https://www.imdb.com/title/tt1528854","Sean Anders","Sean Anders, Riza Aziz, Jessica Elbaum, Will Ferrell, Chris Henchy, David Koplan, Joey McFarland, Adam McKay, Kevin J. Messick, John Morris, Diana Pokorny","Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church, Scarlett Estevez, Owen Vaccaro, Bobby Cannavale, Hannibal Buress, Bill Burr, Jamie Denbo","96","""Dad vs step-dad""  Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.","","Brian Burns, Sean Anders, John Morris, Brian Burns","movies.csv_pics\movies_864.jpg"
"863","Guerra De Papás 2","Daddy's Home 2","2017","ING/ESP","Español","6.0","USA","Comedia","https://www.imdb.com/title/tt5657846","Sean Anders","Molly Allen, Sean Anders, Allegra Clegg, Will Ferrell, Chris Henchy, Stephen Levinson, Adam McKay, Kevin J. Messick, John Morris, Mark Wahlberg","Will Ferrell, Mark Wahlberg, Mel Gibson, John Lithgow, Linda Cardellini, Alessandra Ambrosio, Owen Vaccaro, Scarlett Estevez, Didi Costine, Connor Wise","100","""More Daddies. More Problems.""  Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.","","Sean Anders, John Morris, Brian Burns","movies.csv_pics\movies_863.jpg"
"862","Gun City","La sombra de la ley","2018","Inglés","Español","6.3","España, Francia","Acción, Aventura, Crimen, Historia, Thriller","https://www.imdb.com/title/tt7104984","Dani de la Torre","Ricardo Marco Budé, Toni Carrizosa, Mercedes Gamero, Mikel Lejarza, Emma Lustres, Borja Pena, Rosa Pérez, Ignacio Salazar-Simpson, Jérôme Vidal","Luis Tosar, Michelle Jenner, Vicente Romero, Manolo Solo, Paco Tous, Jaime Lorente, Pep Tosar, Ernesto Alterio, Adriana Torrebejano, José Manuel Poga","126","In 1921 a tough cop is sent from Madrid to Barcelona to locate stolen military weaponry.","","Patxi Amezcua","movies.csv_pics\movies_862.jpg"
"861","Había Una Vez En Hollywood","Once Upon a Time in... Hollywood","2019","ING/ESP","Español","7.6","USA, UK, China","Comedia, Drama","https://www.imdb.com/title/tt7131622","Quentin Tarantino","Jeffrey Chan, William Paul Clark, David Heyman, Georgia Kacandes, Shannon McIntosh, Daren Metropoulos, Quentin Tarantino, Dong Yu","Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch, Margaret Qualley, Timothy Olyphant, Julia Butters, Austin Butler, Dakota Fanning, Bruce Dern","161","""The 9th Film from Quentin Tarantino.""  As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.","","Quentin Tarantino","movies.csv_pics\movies_861.jpg"
"860","Halloween","Halloween","2018","ING/ESP","Español","6.5","USA","Crimen, Drama, Terror, Thriller","https://www.imdb.com/title/tt1502407","David Gordon Green","Malek Akkad, Laura Altmann, Bill Block, Jason Blum, John Carpenter, Scott Clackum, Jamie Lee Curtis, Zanne Devine, Ryan Freimann, Sean Gowrie, David Gordon Green, Danny McBride, Rick A. Osako, Couper Samuelson, David Thwaites, Ryan Turek, Jeanette Volturno, Atilla Salih Yücer","Jamie Lee Curtis, Judy Greer, Andi Matichak, James Jude Courtney, Nick Castle, Haluk Bilginer, Will Patton, Rhian Rees, Jefferson Hall, Toby Huss","106","""Face Your Fate""  Laurie Strode confronts her long-time foe, Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.","","John Carpenter, Debra Hill, Jeff Fradley, Danny McBride, David Gordon Green","movies.csv_pics\movies_860.jpg"
"859","Hampstead","Hampstead","2017","ING/ESP","Español","6.1","UK, Bélgica","Comedia, Drama, Romance","https://www.imdb.com/title/tt5153236","Joel Hopkins","Robert Bernstein, Leon Clarance, David Glasser, Kate Glover, Mark Gooder, Ian Hutchinson, Genevieve Lemal, Jo Monk, Philip Moross, Douglas Rae, Paul Ritchie, Nicola Stean, Alison Thompson, Laure Vaysse, Alain-Gilles Viellevoye, Bob Weinstein, Harvey Weinstein, Mark Woolley","James Norton, Brendan Gleeson, Lesley Manville, Diane Keaton, Adeel Akhtar, Phil Davis, Simon Callow, Hugh Skinner, Jason Watkins, Will Smith","102","""Love can grow where you least expect it.""  An American widow finds unexpected love with a man living wild on Hampstead Heath when they take on the developers who want to destroy his home.","","Robert Festinger","movies.csv_pics\movies_859.jpg"
"858","Han Solo. Una Historia De Star Guerras","Solo: A Star Guerras Story","2018","ING/ESP","Español","6.9","USA","Acción, Aventura, Sci-Fi","https://www.imdb.com/title/tt3778644","Ron HoGuerrad","Will Allegra, Rob Bredow, Fabiomassimo Dell'Orco, Simon Emanuel, Toby Hefferman, Jonathan Kasdan, Lawrence Kasdan, Kathleen Kennedy, Phil Lord, Jason McGatlin, Christopher Miller, Marco Valerio Pugini, Allison Shearmur, John SGuerratz, Susan Towner, Andreas Wentz","Alden Ehrenreich, Joonas Suotamo, Woody Harrelson, Emilia Clarke, Donald Glover, Thandiwe Newton, Phoebe Waller-Bridge, Paul Bettany, Jon Favreau, Erin Kellyman","135","""Never tell him the odds.""  During an Aventura in the criminal underworld, Han Solo meets his future co-pilot Chewbacca and Lando Calrissian years before joining the Rebel Alliance.","","Jonathan Kasdan, Lawrence Kasdan, George Lucas","movies.csv_pics\movies_858.jpg"
"857","Hangman","Hangman","2017","ING/ESP","Español","5.2","USA","Crimen, Drama, Terror, Misterio, Thriller","https://www.imdb.com/title/tt3011960","Johnny Martin","Shanan Becker, Bill Bromiley, Michael Caissie, Dama Claire, Rich Cowan, Lauren Craig, Phil Hawkins, Charles Huttinger, Anne Jordan, Johnny Martin, Michael Mendelsohn, Natalie Perrotta, Arnold Rifkin, Jonathan Saba, Samantha Shephard, Ernst Etchie Stroh","Al Pacino, Karl Urban, Brittany Snow, Joe Anderson, Sarah Shahi, Sloane Guerraren, Chelle Ramos, Steve Coulter, Michael Rose, Katelyn Farrugia","98","""The killing game.""  A homicide detective brings his partner out of retirement to help catch a serial killer whose Crimens are based on the children's game Hangman.","","Michael Caissie, Charles Huttinger","movies.csv_pics\movies_857.jpg"
"856","Happy Anniversary","Happy Anniversary","2018","ING/ESP","Español","5.7","USA","Comedia","https://www.imdb.com/title/tt6423886","Jared Stern","Ian Bricke, Bryan DeGuire, Scott Fort, Helena Heyman, M. Elizabeth Hughes, Marc Provissiero, Jared Stern, Jeremy Kipp Walker","Noël Wells, Ben SchGuerratz, Rahul Kohli, Joe Pantoliano, Annie Potts, Kristin Bauer, David Walton, Leonardo Nam, Kate Berlant, Sanchita Malik","78","A couple on their three-year anniversary need to decide whether to stay together or call it quits.","","Jared Stern","movies.csv_pics\movies_856.jpg"
"855","Happy End","Happy End","2017","Inglés","Español","6.6","Francia, Austria, Alemania","Drama","https://www.imdb.com/title/tt5304464","Michael Haneke","Stefan Arndt, Christopher Granier-Deferre, Veit Heiduschka, Michael Katz, Margaret Ménégoz, Olivier Père","Isabelle Huppert, Jean-Louis Trintignant, Mathieu Kassovitz, Fantine Harduin, Franz Rogowski, Laura Verlinden, Aurélia Petit, Toby Jones, Daniel Auteuil, Hille Perl","107","""Don't believe the title of this Michael Haneke film.""  A well-to-do French Familia deals with a series of setbacks and crises.","","Michael Haneke","movies.csv_pics\movies_855.jpg"
"854","Hard Target 2","Hard Target 2","2016","ING/ESP","Español","5.2","USA, Tailandia","Acción, Thriller","https://www.imdb.com/title/tt5241578","Roel Reiné","Oliver Ackermann, Sean Daniel, Chris Lowenstein","Scott Adkins, Robert Knepper, Rhona Mitra, Ann Truong, Temuera Morrison, Amarin Cholvibul, Adam Saunders, Thira Chutikul, Jamie Timony, Geoffrey Giuliano","104","Wes is slumming it in Bangkok 6 months after killing his best friend in a match in Vegas. He's tricked into Myanmar's jungle, where he's the fox in rich people's hunt.","","Matt Harvey, Dominic Morgan, George Huang","movies.csv_pics\movies_854.jpg"
