Number,TranslatedTitle,OriginalTitle,Year,Languages,Subtitles,Rating,Country,Category,URL,Director,Producer,Actors,Length,Description,Comments,Writer,Picture
"853","Hardcore: Misión Extrema","Hardcore Henry","2015","Inglés","Español","6.7","Rusia, USA, China","Acción, Aventura, Sci-Fi, Thriller","https://www.imdb.com/title/tt3072482","Ilya Naishuller","Ruben Adamyan, Aleksey Alekseev, Oren Aviv, Gene Balitski, Timur Bekmambetov, Matt Beurois, Sharlto Copley, S. Scott Farrar, Adam Fogelson, Alex A. Ginzburg, Mitchell Grobman, Zebulun Huling, Ekaterina Kononenko, Tony Lee, Anna Lilienfeld, Ilya Naishuller, Adam Sidman, Robert Simonds, Karina Sinenko, Inga Vainshtein Smith, Will SteGuerrat, Donald Tang, Alex Tutusaus, Sergey Valyaev, Zhongjun Wang, Zhonglei Wang, Jerry Ye, Maria Zatulovskaya","Sharlto Copley, Danila Kozlovsky, Haley Bennett, Tim Roth, Andrei Dementiev, Svetlana Ustinova, Darya Charusha, Oleg Poddubnyy, Jack Hahn, Cyrus Arnold","96","""First they made him dangerous. Then they made him mad.""  Henry is resurrected from death with no memory, and he must save his wife from a telekinetic Guerralord with a plan to bio-engineer soldiers.","","Ilya Naishuller, Will SteGuerrat","movies.csv_pics\movies_853.jpg"
"852","Harry Potter Y El Cáliz De Fuego","Harry Potter and the Goblet of Fire","2005","ING/ESP","Español","7.7","UK, USA","Infantil","https://www.imdb.com/title/tt0330373","Mike Newell","David Barron, Chris Carreras, David Heyman, Peter MacDonald, Lorne Orleans, Tanya Seghatchian, John Trehy","Eric Sykes, Timothy Spall, David Tennant, Daniel Radcliffe, Emma Watson, Rupert Grint, Mark Williams, James Phelps, Oliver Phelps, Bonnie Wright","157","La cuarta parte de la serie del niño mago comienza con la Copa Internacional de Quidditch. Cuenta también el inicio de la atracción por Cho Chang y otro año de magia, en el que una gran sorpresa obligará a Harry a enfrentarse a muchos desafíos temibles. También habrá un torneo de magia para tres escuelas, y el temido regreso de «Aquel-que-no-debe- ser-nombrado».","","Steve Kloves, J.K. Rowling","movies.csv_pics\movies_852.jpg"
"851","Harry Potter Y El Misterio Del Príncipe","Harry Potter and the Half-Blood Prince","2009","ING/ESP","Español","7.6","UK, USA","Infantil","https://www.imdb.com/title/tt0417741","David Yates","David Barron, David Heyman, Tim Lewis, John Trehy, Lionel Wigram","Daniel Radcliffe, Michael Gambon, Dave Legeno, Elarica Johnson, Jim Broadbent, Geraldine Somerville, Bonnie Wright, Julie Walters, Rupert Grint, Emma Watson","153","Con dieciséis años cumplidos, Harry inicia el sexto curso en HogGuerrats en medio de terribles acontecimientos que asolan Inglaterra. Elegido capitán del equipo de Quidditch, los entrenamientos, los exámenes y las chicas ocupan todo su tiempo, pero la tranquilidad dura poco. A pesar de los férreos controles de seguridad que protegen la escuela, dos alumnos son brutalmente atacados. Dumbledore sabe que se acerca el momento, anunciado por la Profecía, en que Harry y Voldemort se enfrentarán a muerte. El anciano director pedirá ayuda a Harry y juntos emprenderán un peligroso viaje. Para debilitar al enemigo, el joven mago cuenta con la ayuda de un viejo libro de pociones perteneciente a un misterioso personaje que se hace llamar el Príncipe Mestizo","","Steve Kloves, J.K. Rowling","movies.csv_pics\movies_851.jpg"
"850","Harry Potter Y El Prisionero De Azkaban","Harry Potter and the Prisoner of Azkaban","2004","ING/ESP","Español","7.9","UK, USA","Infantil","https://www.imdb.com/title/tt0304141","Alfonso Cuarón","Michael Barnathan, Chris Carreras, Chris Columbus, Paula DuPré Pesmen, David Heyman, Callum McDougall, Lorne Orleans, Mark Radcliffe, Tanya Seghatchian","Daniel Radcliffe, Richard Griffiths, Pam Ferris, Fiona Shaw, Harry Melling, Adrian Rawlins, Geraldine Somerville, Lee Ingleby, Lenny Henry, Jimmy Gardner","142","Cuando Harry Potter y sus amigos vuelven a HogGuerrats para cursar su tercer año de estudios, se ven involucrados en un misterio: de la prisión para magos de Azkaban se ha fugado Sirius Black, un peligroso mago que fue cómplice de Lord Voldemort y que intentará vengarse de Harry Potter. El joven aprendiz de mago contribuyó en gran medida a la condena de Sirius, por lo que hay razones para temer por su vida.","","J.K. Rowling, Steve Kloves","movies.csv_pics\movies_850.jpg"
"849","Harry Potter Y La Cámara Secreta","Harry Potter and the Chamber of Secrets","2002","ING/ESP","Español","7.4","UK, USA","Infantil","https://www.imdb.com/title/tt0295297","Chris Columbus","Michael Barnathan, David Barron, Chris Columbus, Paula DuPré Pesmen, David Heyman, Mark Radcliffe, Tanya Seghatchian","Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Griffiths, Fiona Shaw, Harry Melling, Toby Jones, Jim Norton, Veronica Clifford, James Phelps","161","Terminado el verano, Harry (Radcliffe) no ve la hora de abandonar la casa de sus odiosos tíos, pero, inesperadamente se presenta en su dormitorio Dobby, un elfo doméstico, que le anuncia que correrá un gran peligro si vuelve a HogGuerrats. A pesar de los esfuerzos del elfo por retenerlo, Harry es rescatado por Ron y sus hermanos, con la ayuda de un coche volador, y recibido con los brazos abiertos en el cálido hogar de los Weasley.","","J.K. Rowling, Steve Kloves","movies.csv_pics\movies_849.jpg"
"848","Harry Potter Y La Orden Del Fénix","Harry Potter and the Order of the Phoenix","2007","ING/ESP","Español","7.5","UK, USA","Infantil","https://www.imdb.com/title/tt0373889","David Yates","David Barron, David Heyman, Tim Lewis, Lorne Orleans, Geraldine Patten, Andy Surry, John Trehy, Lionel Wigram","Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin, Kathryn Hunter, Miles Jupp, Fiona Shaw, Richard Griffiths, Jessica Hynes, Adrian Rawlins","138","Las tediosas vacaciones en casa de sus tíos todavía no han acabado y Harry se encuentra más inquieto que nunca. Apenas ha tenido noticias de Ron y Hermione y presiente que algo extraño está sucediendo en HogGuerrats. En efecto, cuando por fin empieza el curso, sus temores se hacen realidad. El Ministerio de Magia niega que Voldemort haya regresado e inicia una campaña de desprestigio contra Harry y Dumbledore, encomendando a la horrible profesora Dolores Umbridge la tarea de vigilar todos sus movimientos. Así, pues, además de sentirse solo e incomprendido, Harry sospecha que Voldemort puede adivinar sus pensamientos e intuye que el temible mago trata de apoderarse de un objeto secreto que le permitiría recuperar su destructivo poder.","","Michael Goldenberg, J.K. Rowling","movies.csv_pics\movies_848.jpg"
"847","Harry Potter Y La Piedra Filosofal","Harry Potter and the Sorcerer's Stone","2001","ING/ESP","Español","7.7","UK, USA","Infantil","https://www.imdb.com/title/tt0241527","Chris Columbus","Todd Arnow, Michael Barnathan, Chris Columbus, Paula DuPré Pesmen, Duncan Henderson, David Heyman, Mark Radcliffe, Tanya Seghatchian","Richard Harris, Maggie Smith, Robbie Coltrane, Saunders Triplets, Daniel Radcliffe, Fiona Shaw, Harry Melling, Richard Griffiths, Derek Deadman, Ian Hart","152","El día en que cumple once años, Harry Potter se entera de que es hijo de dos destacados hechiceros, de los que ha heredado poderes mágicos. En la escuela HogGuerrats de Magia y Hechicería, donde se educa con otros niños que también tienen poderes especiales, aprenderá todo lo necesario para ser mago.","","J.K. Rowling, Steve Kloves","movies.csv_pics\movies_847.jpg"
"846","Harry Potter Y Las Reliquias De La Muerte (Parte 1)","Harry Potter and the Deathly Hallows - Part 1","2010","ING/ESP","Español","7.7","UK, USA","Infantil","https://www.imdb.com/title/tt0926084","David Yates","David Barron, David Heyman, Tim Lewis, J.K. Rowling, John Trehy, Lionel Wigram","Bill Nighy, Emma Watson, Richard Griffiths, Harry Melling, Daniel Radcliffe, Julie Walters, Bonnie Wright, Rupert Grint, Ian Kelly, Michelle Fairley","146","Primera parte de la adaptación al cine del último libro de la saga Harry Potter. Es una continuación de la historia recogida en «El misterio del príncipe». Una misión casi imposible cae sobre los hombros de Harry: deberá encontrar y destruir a los últimos horrocruxes para poner fin al reinado de Lord Voldemort. En el episodio final de la saga, el joven hechicero de 17 años emprende con sus amigos Hermione Granger y Ron Weasley un peligroso viaje por Inglaterra para encontrar los objetos que contienen los fragmentos del alma del Señor Tenebroso, que son los que garantizan su longevidad. Pero la tarea no será fácil, pues el poder del lado oscuro crece cada vez más, y las más firmes lealtades serán puestas a prueba. Harry deberá usar todos los conocimientos que ha adquirido gracias a Dumbledore para enfrentarse a su enemigo y encontrar la forma de sobrevivir a esta última aventura.","","Steve Kloves, J.K. Rowling","movies.csv_pics\movies_846.jpg"
"845","Harry Potter Y Las Reliquias De La Muerte (Parte 2)","Harry Potter and the Deathly Hallows - Part 2","2011","ING/ESP","Español","8.1","UK, USA","Infantil","https://www.imdb.com/title/tt1201607","David Yates","David Barron, Debbi Bossi, Roy Button, David Heyman, Tim Lewis, J.K. Rowling, John Trehy, Lionel Wigram","Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe, Rupert Grint, Emma Watson, Evanna Lynch, Domhnall Gleeson, Clémence Poésy, Guerrawick Davis","130","El final ha llegado. Harry, Hermione y Ron tendrán que recuperar la espada de Gryffindor para encontrar y destruir los últimos horrocruxes. Mientras tanto, Lord Voldemort está a punto de apoderarse por completo de HogGuerrats y de conseguir su objetivo: matar a Harry Potter. La única esperanza de Harry es encontrar los horrocruxes antes de que Voldemort lo encuentre a él. Buscando pistas, descubre una antigua y olvidada historia: la leyenda de las reliquias de la muerte, que podría dar al malvado Lord el poder definitivo. Pero el futuro de Harry está escrito desde que nació e incluye una misión para la que se ha estado preparando desde que llegó a HogGuerrats: la batalla final contra Voldemort.","","Steve Kloves, J.K. Rowling","movies.csv_pics\movies_845.jpg"
"844","Hasta El Último Hombre","Hacksaw Ridge","2016","ING/ESP","Español","8.1","USA","Biografía, Drama, Historia, Guerra","https://www.imdb.com/title/tt2119532","Mel Gibson","Michael Bassick, Lawrence Bender, Terry Benedict, Len Blavatnik, Tina Xiuli Chen, Gregory Crosby, Paul Currie, Bruce Davey, Stuart Ford, Barbara Gibbs, David S. Greathouse, Eric Greenfeld, William D. Johnson, Lenny Kornberg, Joel Kramer, Steve Longi, Mark C. Manuel, Bill Mechanic, Zak Mechanic, Rick Nicita, Ted O'Neal, Brian Oliver, James H. Pang, Buddy Patrick, David Permut, Elexa Ruth, Jason Seagraves, Lauren Selig, Tyler Thompson, James M. Vernon, Gabe Videla, Suzanne Guerraren, Christopher Woodrow, Leo Shi Young, Helen Ye Zhong","Andrew Garfield, Richard Pyros, Jacob Guerraner, Milo Gibson, Darcy Bryce, Roman Guerriero, James Lugton, Kasia Stelmach, Hugo Weaving, Rachel Griffiths","139","""Based on the incredible true story.""  World Guerra II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American Historia to receive the Medal of Honor without firing a shot.","","Robert Schenkkan, Andrew Knight","movies.csv_pics\movies_844.jpg"
"843","Hearts Beat Loud","Hearts Beat Loud","2018","ING/ESP","Español","6.9","USA","Comedia, Drama, Música","https://www.imdb.com/title/tt7158430","Brett Haley","Lance Acord, David Bernon, Paul Bernon, Sam Bisbee, Frank Brenner, Franklin Carson, Theodora Dunlap, Amy Jarvela, Jackie Kelman Bisbee, Houston King, Nick Offerman, Danny Rifkin, Rowan Riley, Sam Slater","Nick Offerman, Kiersey Clemons, Blythe Danner, Toni Collette, Sasha Lane, Ted Danson, Jesse Patch, Alex Reznik, Rafael Poueriet, Linda Lee McBride","97","""Música runs in the Familia""  A father and daughter form an unlikely songwriting duo in the summer before she leaves for college.","","Brett Haley, Marc Basch","movies.csv_pics\movies_843.jpg"
"842","Héctor En Busca De La Felicidad","Hector and the Search for Happiness","2014","Inglés","Español","6.9","Alemania, Canadá, UK, Sudáfrica, USA","Aventura, Comedia, Drama","https://www.imdb.com/title/tt1626146","Peter Chelsom","John Albanis, Markus Aldenhoven, Christian Angermayer, Kim Arnott, Oliver Damian, Mohammed Hans Dastmaltchi, Hilary Davis, Natacha Devillers, Klaus Dohle, Trish Dolman, Daniel Ehrenberg, Veronica Ferres, Marc Gabizon, Christine Haebler, Klemens Hallmann, Marc Hansell, Peter Hermann, Phil Hope, Alan HoGuerrad, Phil Hunt, Ryan Kavanaugh, Stephen Kelliher, Roman Klink, Nina Maag, Benjamin Melkman, Jens Meurer, Yoshi Nishio, Nick O'Hagan, Oliver Puls, Rainer Puls, Yasin Qureshi, Markus Reinecke, Compton Ross, Elliot Ross, Fenella Ross, Jens-Peter Stein, Christine Strobl, Tucker Tooley, Judy Tossell, Brad Van Arragon, Amelie von Kienlin, Haydn Wazelle, Jona Wirbeleit","Simon Pegg, Rosamund Pike, Tracy-Ann Oberman, Jean Reno, Veronica Ferres, Barry Atsma, Ming Zhao, Togo Igawa, Christopher Plummer, Bruce Fontaine","120","""Everyone wants to find it.""  A psychiatrist searches the globe to find the secret of happiness.","","Maria von Heland, Peter Chelsom, Tinker Lindsay, François Lelord","movies.csv_pics\movies_842.jpg"
"841","Hell And Back","Hell and Back","2015","ING/ESP","Español","5.4","USA","Animación, Aventura, Comedia, Fantasía","https://www.imdb.com/title/tt2141773","Tom Gianas, Ross Shuman","Stephen Ananicz, Eric Blyler, Alexander Bulkley, Corey Campodonico, Tankut Eker, Victoria L. HoGuerrad","Nick SGuerradson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Maria Bamford, Lance Bass, H. Jon Benjamin","86","""Welcome to Hell.""  Two best friends set out to rescue their pal after he's accidentally dragged to hell.","","Tom Gianas, Zeb Wells, Hugh Sterbakov","movies.csv_pics\movies_841.jpg"
"840","Hellboy","Hellboy","2019","ING/ESP","Español","5.3","USA, UK, Bulgaria, Canadá, Portugal, Francia","Acción, Aventura, Fantasía, Terror, Sci-Fi","https://www.imdb.com/title/tt2274648","Neil Marshall","Martin Bernfeld, Christa Campbell, Lawrence Gordon, Jeffrey Greenstein, Lati Grobman, Carl Hampe, Marc Helwig, Avi Lerner, Yariv Lerner, Lloyd Levin, Elena Melamed, Mike Mignola, Matthew O'Toole, Lonnie Ramati, Mike Richardson, Trevor Corto, John Thompson, Les Weldon, Philip Westgren","Mark Stanley, Brian Gleeson, Nadya Keranova, Maria Tepavicharova, Ana Tabakova, Milla Jovovich, Penelope Mitchell, Terry Randal, Ian McShane, David Harbour","120","""Demons Have Demons Too.""  Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge.","","Andrew Cosby, Mike Mignola","movies.csv_pics\movies_840.jpg"
"839","Hello My Name Is Doris","Hello, My Name Is Doris","2015","ING/ESP","Español","6.6","USA","Comedia, Drama, Romance","https://www.imdb.com/title/tt3766394","Michael Showalter","Mauricio Betancur, Christopher Boyd, Anthony Brandonisio, Rebecca Cammarata, Valerie Contreras, Daniel Crown, Tiana Idoni-Matthews, Kevin Mann, Riva Marker, Jordana Mollick, Dominic Ottersbach, Alison Sanders, Michael Showalter, Daniela Taplin Lundberg, Laura Terruso","Sally Field, Edmund Lupinski, Norma Michaels, Stephen Root, Wendi McLendon-Covey, Max Greenfield, Kumail Nanjiani, Rebecca Wisocky, Rich Sommer, Tyne Daly","90","""She's not ready to act her age""  A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.","","Laura Terruso, Michael Showalter, Laura Terruso","movies.csv_pics\movies_839.jpg"
"838","Here Alone","Here Alone","2016","Inglés","Español","5.6","USA","Drama, Terror, Sci-Fi, Thriller","https://www.imdb.com/title/tt4814760","Rod Blackhurst","Rod Blackhurst, Marc Bortz, David Ebeltoft, Gail Ebeltoft, Paul Ebeltoft, Trevor Eiler, Anthony Gentile, John Gentile, Sinan Germirli, Ann Gilchrist, Kevin Gilchrist, Michael W. Gray, Kevin Iwashina, Leigh Jones, Kanwaldeep Kalsi, Ian Keiser, Arun Kumar, Noah Lang, Jeff Lee, Jon Lullo, Josh Murphy, Nalit Patel, Paul Pathikal, Bradley J. Ross, George Rush, Frederick Schultz, Sameer Thapar, Brendan Walsh, Chris Wight, Doug Zagha","Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West, Holly Adams, Abel McSurely Bradshaw, Iannick Brouillette, Jonathan Gundel, Mary Guzzy, Aubrey Hart","98","""Those who stay die.""  A young woman struggles to survive on her own in the wake of a mysterious epidemic that has killed much of society, and forced her deep into the unforgiving wilderness.","","David Ebeltoft","movies.csv_pics\movies_838.jpg"
"837","Here And Now","Here and Now","2018","ING/ESP","Español","6.8","USA","Comedia, Drama, Fantasía","https://www.imdb.com/title/tt5923012","","","Tim Robbins, Holly Hunter, Daniel Zovatto, Jerrika Hinton, Raymond Lee, Sosie Bacon, Peter Macdissi, Joe Williamson, Marwan Salama, Necar Zadegan","60","""We're living in a new reality.""  Season: 1 Year: 2018 A dark dramedy about a progressive Portlandian Familia made up of husband, wife, three adopted children from Liberia, Vietnam and Colombia, and one biological daughter, who find their sanity tested and values challenged in 2018 America.","","","movies.csv_pics\movies_837.jpg"
"836","Hide In The Light","Hide in the Light","2018","Inglés","Español","3.7","USA","Terror, Thriller","https://www.imdb.com/title/tt4369136","Mikey McGregor","Cynthia Bravo, Pablo Digenio, Eric Roberts","Eric Roberts, Jesse James, Chandler Massey, David Kaye, Mercy Malick, Clayton Snyder, Alexis Boozer Sterling, Sterling Jones, Lindsay Lamb, KylieRae Condon","78","""Trapped in the famous Witch's House, a group of urban explorers soon realize that a thirsty demon hides in the shadows awaiting for new souls.""  An adventurous group of friends dare to break into the abandoned orphanage and quickly find themselves trapped and fighting against unnatural forces.","","Mikey McGregor","movies.csv_pics\movies_836.jpg"
